State,County,Total_Population,Pop_Density,Land_Area,Total_Households,Low_Income(<50000),Average_Income(50k-100k),High_Income(100k+),White_only,Black_only,Native_American_only,Asian_only,Pacific_Islander_only,Other_Race_only,Mixed_Race,Non-Hispanic,Hispanic,Total_Deaths,Total_Cases,People_of_Color,POC%,H%,LI%,HI%,High_High-Income,High_Low-Income,Pop_density_size,Hispanic_Representation
Arkansas,Cleveland,8226,8.550671477,962.0297098,3292,1875,890,527,7106,924,13,3,0,0,180,8072,154,1294,31852,1120,13.6,1.872112813,57,16,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Columbia,23892,19.38139694,1232.72848,8962,5526,2185,1251,14476,8351,87,267,0,448,263,23242,650,2696,85776,9416,39.4,2.720575925,61.7,14,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Conway,20906,23.52105106,888.8208248,8475,4811,2402,1262,17805,2282,64,19,0,37,699,20094,812,755,51742,3101,14.8,3.884052425,56.8,14.9,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Craighead,105701,92.86912108,1138.171642,40800,21941,11794,7065,83979,14622,480,1328,200,2352,2740,100448,5253,5235,554185,21722,20.6,4.969678622,53.8,17.3,No,Yes,Medium,Hispanics Not Proportionatley Represented
Arkansas,Crawford,62472,65.21205433,957.9823952,23701,12691,7455,3555,55196,978,1237,1171,9,1871,2010,57757,4715,2762,246190,7276,11.6,7.547381227,53.5,15,No,Yes,Medium,Hispanics Not Proportionatley Represented
Arkansas,Crittenden,49013,49.69369956,986.3020954,18756,10935,5154,2667,21763,23789,155,352,76,90,2788,47803,1210,6871,353126,27250,55.6,2.468732785,58.3,14.2,No,Yes,Medium,Hispanics Not Proportionatley Represented
Arkansas,Cross,16998,17.13501436,992.0038375,6694,3722,1965,1007,12695,3308,24,10,0,8,953,16668,330,1993,74597,4303,25.3,1.941404871,55.6,15,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Dallas,7432,6.919590279,1074.052032,3033,2081,709,243,4123,3093,31,26,15,58,86,7203,229,518,24517,3309,44.5,3.081270183,68.6,8,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Desha,11887,9.902270789,1200.431724,5111,3495,1262,354,5855,5596,30,39,0,206,161,11189,698,818,52923,6032,50.7,5.871960966,68.4,6.9,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Drew,18502,13.87390303,1333.582911,7018,3814,2104,1100,12701,5333,18,43,0,230,177,17893,609,931,62984,5801,31.4,3.29153605,54.3,15.7,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Faulkner,122416,117.3920717,1042.796146,44095,21467,12937,9691,100652,13904,493,1634,163,2496,3074,117460,4956,3889,427407,21764,17.8,4.048490393,48.7,22,No,No,Medium,Hispanics Not Proportionatley Represented
Arkansas,Franklin,17780,18.14402801,979.9367587,6800,4115,1857,828,16743,172,273,105,37,59,391,17235,545,584,57178,1037,5.8,3.065241845,60.5,12.2,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Fulton,12139,12.20445674,994.636653,5000,3179,1313,508,11686,71,55,6,5,61,255,11956,183,776,34478,453,3.7,1.507537688,63.6,10.2,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Garland,98296,90.13411591,1090.552662,39894,22220,11539,6135,84747,8031,791,523,6,1582,2616,92862,5434,7762,328470,13549,13.8,5.528200537,55.7,15.4,No,Yes,Medium,Hispanics Not Proportionatley Represented
Arkansas,Grant,18086,17.78717319,1016.800129,6780,3261,2115,1404,17182,541,33,9,0,16,305,17605,481,363,48185,904,5,2.659515647,48.1,20.7,No,No,Small,Hispanics Not Proportionatley Represented
Arkansas,Greene,44623,48.02627491,929.1372292,16879,8768,5621,2490,42566,720,105,129,40,305,758,43379,1244,1868,194915,2057,4.6,2.787800013,51.9,14.8,No,Yes,Medium,Hispanics Not Proportionatley Represented
Arkansas,Hempstead,22018,18.80875557,1170.625027,7971,4599,2481,891,13067,6713,51,17,50,1663,457,19232,2786,728,72272,8951,40.7,12.65328368,57.7,11.2,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Hot Spring,33520,33.85135349,990.2115143,12377,7191,3631,1555,28346,4032,22,141,10,439,530,32372,1148,3878,323396,5174,15.4,3.424821002,58.1,12.6,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Howard,13389,14.13339788,947.3305793,5096,3215,1191,690,8964,2761,27,34,14,1305,284,11758,1631,1403,81338,4425,33,12.18164165,63.1,13.5,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Independence,37264,30.30637527,1229.576275,14268,7952,4384,1932,34252,693,76,236,7,1007,993,34959,2305,4409,176076,3012,8.1,6.185594676,55.7,13.5,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Izard,13559,14.51418069,934.1898303,5049,3103,1518,428,12835,254,195,18,0,45,212,13257,302,227,60456,724,5.3,2.227302898,61.5,8.5,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Jackson,17225,16.88722854,1020.001592,6095,4100,1306,689,13516,2143,17,7,7,98,1437,16740,485,510,96764,3709,21.5,2.815674891,67.3,11.3,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Jefferson,70424,50.29528845,1400.210679,26977,16416,7237,3324,28231,39889,213,661,0,814,616,68992,1432,13004,525906,42193,59.9,2.033397705,60.9,12.3,No,Yes,Medium,Hispanics Not Proportionatley Represented
Arkansas,Johnson,26291,24.75784617,1061.925978,9800,6433,2398,969,24033,424,45,490,34,569,696,22664,3627,899,144671,2258,8.6,13.79559545,65.6,9.9,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Lafayette,6915,8.114611477,852.1664924,2859,1839,618,402,4196,2533,21,35,0,63,67,6743,172,454,21195,2719,39.3,2.487346349,64.3,14.1,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Lawrence,16669,17.62542183,945.7362302,6531,4021,1845,665,16127,173,47,16,1,23,282,16429,240,2900,93443,542,3.3,1.439798428,61.6,10.2,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Lee,9398,9.738472412,965.0384169,3352,2288,826,238,3978,5313,27,13,0,8,59,9231,167,2235,181429,5420,57.7,1.776973824,68.3,7.1,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Lincoln,13695,15.15440157,903.6978424,3795,2087,1234,474,9104,4292,49,0,0,177,73,13179,516,2941,367454,4591,33.5,3.767798467,55,12.5,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Little River,12417,14.49965059,856.3654636,5440,2973,1648,819,9128,2762,143,44,0,51,289,12310,107,3332,57330,3289,26.5,0.861721833,54.7,15.1,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Logan,21757,19.08758432,1139.850892,8464,5221,2332,911,19905,293,228,503,0,262,566,21115,642,370,76618,1852,8.5,2.950774463,61.7,10.8,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Lonoke,72206,58.16543151,1241.390258,26868,11736,9466,5666,64282,4379,434,531,85,908,1587,69010,3196,2931,210641,7924,11,4.426224967,43.7,21.1,No,No,Medium,Hispanics Not Proportionatley Represented
Arkansas,Madison,16076,11.9742738,1342.544882,6195,3438,1949,808,15105,87,211,162,59,89,363,15180,896,590,66113,971,6,5.573525753,55.5,13,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Marion,16438,17.1171792,960.32178,6669,4403,1743,523,15805,145,187,71,0,18,212,16072,366,224,22764,633,3.9,2.226548242,66,7.8,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Miller,43759,43.57541445,1004.213053,16748,9662,4659,2427,30846,10844,477,180,34,513,865,42354,1405,1956,172964,12913,29.5,3.210768071,57.7,14.5,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Mississippi,42831,29.50190631,1451.804489,16888,10705,4020,2163,25863,15070,28,236,25,861,748,41103,1728,6999,287213,16968,39.6,4.034461021,63.4,12.8,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Monroe,7249,7.419687939,976.9952671,3326,2190,793,343,4058,2897,36,31,0,42,185,7050,199,159,24887,3191,44,2.745206235,65.8,10.3,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Montgomery,8993,7.164835848,1255.157856,3761,2330,1005,426,8205,20,161,122,0,275,210,8610,383,791,22495,788,8.8,4.258868008,62,11.3,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Nevada,8440,8.48808012,994.3355719,3303,2149,830,324,5348,2927,6,26,1,0,132,8416,24,1880,42114,3092,36.6,0.28436019,65.1,9.8,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Newton,7848,5.939895923,1321.235271,2899,1833,789,277,7435,2,205,18,0,0,188,7775,73,2317,35950,413,5.3,0.930173293,63.2,9.6,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Ouachita,24106,20.44098577,1179.297333,10055,6337,2552,1166,13655,9904,48,15,0,31,453,23560,546,962,49755,10451,43.4,2.264996266,63,11.6,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Perry,10322,11.62851022,887.6459496,3708,2038,1133,537,9578,196,63,0,0,193,292,10025,297,128,19448,744,7.2,2.877349351,55,14.5,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Phillips,19034,17.11104728,1112.380773,7498,5141,1712,645,6893,11921,6,11,0,29,174,18691,343,1982,90561,12141,63.8,1.802038457,68.6,8.6,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Pike,10808,11.1813417,966.6102954,4299,2626,1119,554,9740,355,75,54,0,390,194,10105,703,175,34477,1068,9.9,6.504441155,61.1,12.9,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Poinsett,24054,19.70696741,1220.583538,9437,5957,2732,748,21306,1149,54,12,0,153,1380,23347,707,2664,126478,2748,11.4,2.939220088,63.1,7.9,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Polk,20163,14.62070488,1379.071677,8204,5370,2007,827,18538,91,331,157,0,468,578,18844,1319,674,56508,1625,8.1,6.541685265,65.5,10.1,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Pope,63644,48.67180053,1307.615484,22628,13094,6058,3476,58030,1895,355,654,0,1136,1574,58081,5563,4165,363540,5614,8.8,8.740808246,57.9,15.4,No,Yes,Medium,Hispanics Not Proportionatley Represented
Arkansas,Prairie,8244,7.906835697,1042.642128,3826,2361,958,507,7037,1073,29,29,0,22,54,8183,61,414,28609,1207,14.6,0.739932072,61.7,13.3,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Pulaski,393463,322.3569269,1220.581806,157083,78425,43520,35138,222468,143508,944,8592,170,6810,10971,369385,24078,27498,1606428,170995,43.5,6.11950806,49.9,22.4,No,No,Medium,Hispanics Not Proportionatley Represented
Arkansas,Randolph,17603,16.77730662,1049.214894,7455,4924,1749,782,16854,201,84,0,0,107,357,17259,344,2773,79620,749,4.3,1.95421235,66,10.5,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,St. Francis,26294,25.73833529,1021.588992,9319,6212,2278,829,10743,14624,151,152,0,347,277,25586,708,1211,281711,15551,59.1,2.692629497,66.7,8.9,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Saline,118009,101.340792,1164.476788,43604,17278,15240,11086,105202,8293,406,1403,62,550,2093,112558,5451,3934,382965,12807,10.9,4.619139218,39.6,25.4,Yes,No,Medium,Hispanics Not Proportionatley Represented
Arkansas,Scott,10442,7.266337177,1437.037636,3855,2580,946,329,9179,28,248,94,0,434,459,9650,792,146,24955,1263,12.1,7.584753879,66.9,8.5,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Searcy,7923,7.391732727,1071.873171,3271,2259,736,276,7421,54,203,96,0,28,121,7740,183,80,23826,502,6.3,2.309731162,69.1,8.4,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Sebastian,127461,149.1771686,854.4269955,50670,28548,13990,8132,95473,8877,1644,5590,28,10398,5451,109601,17860,9736,623222,31988,25.1,14.0121292,56.3,16,No,Yes,Medium,Hispanics Not Proportionatley Represented
Arkansas,Sevier,17193,18.95215092,907.1793524,5854,3120,1985,749,10858,874,364,61,50,4698,288,11490,5703,2445,218450,6335,36.8,33.17047636,53.3,12.8,No,Yes,Small,Hispanics Proportionatley Represented
Arkansas,Sharp,17043,17.51684862,972.9489802,7354,4962,1988,404,16216,119,96,19,0,51,542,16670,373,1495,49084,827,4.9,2.188581822,67.5,5.5,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Stone,12446,12.75190378,976.0111283,4954,3283,1156,515,12024,9,63,14,0,2,334,12210,236,1779,45099,422,3.4,1.896191547,66.3,10.4,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Union,39732,23.76053056,1672.184882,15904,8670,4734,2500,25485,12972,391,227,0,232,425,38192,1540,6082,155040,14247,35.9,3.875968992,54.5,15.7,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Van Buren,16684,14.60651574,1142.229968,6852,4382,1666,804,15996,81,120,14,0,34,439,16176,508,603,30950,688,4.1,3.044833373,64,11.7,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Washington,228529,150.82438,1515.199334,85891,43278,24910,17703,177357,8149,2207,5696,5039,22411,7670,190477,38052,17447,1610810,51172,22.4,16.65084081,50.4,20.6,No,Yes,Medium,Hispanics Not Proportionatley Represented
Arkansas,White,78804,47.30739134,1665.786207,29263,15871,8766,4626,71645,3206,275,552,21,1053,2052,75422,3382,3681,189845,7159,9.1,4.291660322,54.2,15.8,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Woodruff,6660,7.052549516,944.3393463,2890,1854,758,278,4633,1845,0,91,6,0,85,6648,12,17,13042,2027,30.4,0.18018018,64.2,9.6,No,Yes,Small,Hispanics Not Proportionatley Represented
Arkansas,Yell,21573,14.41078272,1497.004043,7491,4364,2094,1033,16956,542,116,241,0,3433,285,17259,4314,4046,215760,4617,21.4,19.99721875,58.3,13.8,No,Yes,Small,Hispanics Proportionatley Represented
California,Alameda,1643700,1384.984341,1186.800421,572870,160886,142983,269001,681725,177135,10712,486434,13768,169771,104155,1274639,369061,63052,3458180,961975,58.5,22.45306321,28.1,47,Yes,No,Large,Hispanics Proportionatley Represented
California,Alpine,1146,0.964450605,1188.241258,299,122,78,99,723,9,311,8,8,0,87,1041,105,0,1279,423,36.9,9.162303665,40.8,33.1,Yes,No,Small,Hispanics Not Proportionatley Represented
California,Amador,37829,39.5333403,956.888533,14090,5911,4708,3471,32989,790,305,499,73,1374,1799,32697,5132,1693,43313,4840,12.8,13.56631156,42,24.6,No,No,Small,Hispanics Not Proportionatley Represented
California,Butte,227075,86.21999881,2633.669719,86797,44579,23760,18458,186095,3477,2885,10151,427,9890,14150,190717,36358,5479,392774,40980,18,16.01144996,51.4,21.3,No,Yes,Medium,Hispanics Not Proportionatley Represented
California,Calaveras,45235,27.55613067,1641.558481,17417,7501,5159,4757,41375,302,492,568,126,547,1825,39938,5297,1727,47299,3860,8.5,11.7099591,43.1,27.3,Yes,No,Small,Hispanics Not Proportionatley Represented
California,Colusa,21464,11.59032522,1851.889363,7113,3224,2419,1470,18854,362,201,324,53,1112,558,8809,12655,795,78834,2610,12.2,58.95918748,45.3,20.7,No,No,Small,Hispanics Proportionatley Represented
California,Contra Costa,1133247,982.1774854,1153.81081,392277,104391,103159,184727,648325,97333,5529,185065,5585,112976,78434,845146,288101,34366,2620210,484922,42.8,25.42261308,26.6,47.1,Yes,No,Large,Hispanics Proportionatley Represented
California,Del Norte,27424,16.93504848,1619.363537,9799,5116,3152,1531,20958,785,2024,977,17,968,1695,22084,5340,123,29091,6466,23.6,19.47199533,52.2,15.6,No,Yes,Small,Hispanics Proportionatley Represented
California,El Dorado,186661,67.9134753,2748.511973,69172,21852,19581,27739,164202,1494,1268,8291,406,4051,6949,163030,23631,479,206665,22459,12,12.6598486,31.6,40.1,Yes,No,Medium,Hispanics Not Proportionatley Represented
California,Fresno,978130,102.0046952,9589.068403,304624,149091,88283,67250,627437,47372,10961,100017,1770,151250,39323,462223,515907,54373,4318042,350693,35.9,52.744216,48.9,22.1,No,No,Medium,Hispanics Proportionatley Represented
California,Glenn,27897,13.19243063,2114.621694,10017,5248,3086,1683,23127,255,670,820,51,2416,558,16393,11504,693,93728,4770,17.1,41.23740904,52.4,16.8,No,Yes,Small,Hispanics Proportionatley Represented
California,Humboldt,135768,23.64330155,5742.345234,54267,29269,15637,9361,108784,1585,6797,4160,436,5778,8228,120408,15360,1198,87148,26984,19.9,11.31341701,53.9,17.2,No,Yes,Small,Hispanics Not Proportionatley Represented
California,Imperial,180216,26.81839722,6719.864671,44057,23536,12213,8308,115817,4591,1801,2684,419,47362,7542,29197,151019,48835,2085211,64399,35.7,83.79888578,53.4,18.9,No,Yes,Small,Hispanics Proportionatley Represented
California,Inyo,18085,1.10203283,16410.58189,8083,3856,2577,1650,14557,161,2101,290,35,322,619,14158,3927,1826,30919,3528,19.5,21.71412773,47.7,20.4,No,No,Small,Hispanics Proportionatley Represented
California,Kern,883053,67.47263486,13087.57249,267913,128711,78101,61101,663592,48179,9488,41842,1698,87118,31136,417211,465842,52687,4879528,219461,24.9,52.75357198,48,22.8,No,No,Medium,Hispanics Proportionatley Represented
California,Kings,150075,67.07319022,2237.481168,42735,20077,13628,9030,98429,9687,2291,5946,337,26971,6414,68921,81154,12725,1231733,51646,34.4,54.07562885,47,21.1,No,No,Medium,Hispanics Proportionatley Represented
California,Lake,64148,31.72159091,2022.218878,25966,14482,7208,4276,49463,1562,2426,661,30,8048,1958,51318,12830,1538,83021,14685,22.9,20.00062356,55.8,16.5,No,Yes,Small,Hispanics Proportionatley Represented
California,Lassen,31185,4.267027169,7308.36687,9493,4106,3150,2237,25672,2738,877,437,205,590,666,25351,5834,108,128330,5513,17.7,18.70771204,43.3,23.6,No,No,Small,Hispanics Proportionatley Represented
California,Los Angeles,10098052,1545.990303,6531.769299,3306109,1326414,931404,1048291,5186859,823987,70527,1469968,27929,2121102,397680,5204449,4893603,1150250,47632661,4911193,48.6,48.46086156,40.1,31.7,Yes,No,Large,Hispanics Proportionatley Represented
California,Madera,155013,45.07463974,3439.02915,44759,21245,13566,9948,111621,5026,2505,3294,169,26944,5454,66207,88806,9375,664596,43392,28,57.28938863,47.5,22.2,No,No,Small,Hispanics Proportionatley Represented
California,Marin,260295,310.7867295,837.535761,105258,25211,22933,57114,203342,5709,737,15000,584,22262,12661,218960,41335,17385,1039225,56953,21.9,15.88005916,24,54.3,Yes,No,Medium,Hispanics Not Proportionatley Represented
California,Mariposa,17540,7.522487895,2331.675404,7700,3756,2525,1419,15579,166,397,243,54,396,705,15631,1909,365,13539,1961,11.2,10.88369441,48.8,18.4,No,No,Small,Hispanics Not Proportionatley Represented
California,Mendocino,87422,15.49026109,5643.675046,34090,17278,10382,6430,73121,531,3591,1689,170,4020,4300,65743,21679,2540,143294,14301,16.4,24.79810574,50.7,18.9,No,Yes,Small,Hispanics Proportionatley Represented
California,Merced,269075,86.27397649,3118.843143,79606,39727,24379,15500,154376,8772,1988,20131,623,72152,11033,110581,158494,19611,1327713,114699,42.6,58.90327975,49.9,19.5,No,No,Medium,Hispanics Proportionatley Represented
California,Modoc,8938,1.406661093,6354.053614,3660,2011,1158,491,8046,149,298,140,6,52,247,7646,1292,0,6650,892,10,14.45513538,54.9,13.4,No,Yes,Small,Hispanics Not Proportionatley Represented
California,Mono,14174,2.888609875,4906.858528,4847,1593,2044,1210,12017,105,527,339,0,801,385,10308,3866,394,38161,2157,15.2,27.27529279,32.9,25,No,No,Small,Hispanics Proportionatley Represented
California,Monterey,433212,82.0258317,5281.409418,126052,45385,41556,39111,256709,11200,3221,24342,2011,117386,18343,180624,252588,11866,1540515,176503,40.7,58.3058641,36,31,Yes,No,Medium,Hispanics Proportionatley Represented
California,Napa,140530,116.6964379,1204.235558,49032,14450,13842,20740,102711,2867,1198,11373,272,16738,5371,92843,47687,2322,288548,37819,26.9,33.93367964,29.5,42.3,Yes,No,Medium,Hispanics Proportionatley Represented
California,Nevada,99092,64.28857434,1541.362536,40904,16544,11998,12362,91579,655,864,1008,154,1379,3453,89811,9281,1058,102840,7513,7.6,9.366043677,40.4,30.2,Yes,No,Medium,Hispanics Not Proportionatley Represented
California,Orange,3164182,2479.976838,1275.891755,1032373,299042,289514,443817,1950902,54732,14466,635672,9442,370679,128289,2083987,1080195,190271,8978732,1213280,38.3,34.13820697,29,43,Yes,No,Large,Hispanics Proportionatley Represented
California,Placer,380077,167.8442413,2264.462558,140661,41395,39892,59374,313636,6197,1890,27535,839,11920,18060,327579,52498,7535,614410,66441,17.5,13.81246432,29.4,42.2,Yes,No,Medium,Hispanics Not Proportionatley Represented
California,Plumas,18699,4.551021971,4108.747468,8047,3782,2555,1710,16654,194,428,200,41,464,718,17070,1629,0,9201,2045,10.9,8.711695813,47,21.3,No,No,Small,Hispanics Not Proportionatley Represented
California,Riverside,2383286,205.4175305,11602.15486,718349,286327,219132,212890,1450134,153545,19281,152130,6843,495241,106112,1228769,1154517,197374,9958291,933152,39.2,48.4422348,39.9,29.6,Yes,No,Medium,Hispanics Proportionatley Represented
